Product ID,Date,Units Sold,Price,Discount,Holiday/Promotion,Competitor Pricing
P0001,2022-01-02,1353,52.910999999999994,13.0,1,51.658
P0001,2022-01-09,4606,59.785714285714285,12.857142857142858,1,59.47485714285714
P0001,2022-01-16,3557,46.74,11.857142857142858,1,46.705714285714286
P0001,2022-01-23,4920,53.18085714285714,11.714285714285714,1,53.20514285714286
P0001,2022-01-30,5003,58.546,11.0,1,59.188857142857145
P0001,2022-02-06,5253,53.56171428571429,10.285714285714286,1,53.580285714285715
P0001,2022-02-13,4142,50.84142857142857,10.142857142857142,1,51.176857142857145
P0001,2022-02-20,4797,60.69257142857143,8.714285714285714,1,61.553428571428576
P0001,2022-02-27,4225,50.16457142857143,10.0,1,51.03885714285714
P0001,2022-03-06,5500,49.696285714285715,12.714285714285714,1,49.84314285714286
P0001,2022-03-13,4869,51.31714285714286,9.857142857142858,1,51.466
P0001,2022-03-20,3509,47.67342857142857,12.0,1,46.919714285714285
P0001,2022-03-27,4652,57.71714285714285,11.428571428571429,1,57.66571428571428
P0001,2022-04-03,3812,50.56600000000001,9.571428571428571,1,50.852
P0001,2022-04-10,4578,57.86971428571429,9.428571428571429,1,57.558
P0001,2022-04-17,5634,56.79371428571428,8.857142857142858,1,56.571714285714286
P0001,2022-04-24,3361,57.02771428571428,12.857142857142858,1,57.11228571428571
P0001,2022-05-01,4817,50.190285714285714,9.428571428571429,1,50.00028571428572
P0001,2022-05-08,3606,52.97342857142856,11.0,1,53.47742857142857
P0001,2022-05-15,4181,53.85257142857143,9.714285714285714,1,53.45657142857143
P0001,2022-05-22,6012,54.72342857142858,9.857142857142858,1,54.440285714285714
P0001,2022-05-29,4575,55.14542857142857,9.428571428571429,1,54.651999999999994
P0001,2022-06-05,4845,55.484857142857145,11.571428571428571,1,55.27885714285714
P0001,2022-06-12,5671,64.15714285714286,10.714285714285714,1,64.14771428571429
P0001,2022-06-19,4552,59.03485714285714,9.714285714285714,1,59.24971428571428
P0001,2022-06-26,5968,52.46999999999999,10.714285714285714,1,52.46942857142857
P0001,2022-07-03,3906,57.474,9.0,1,57.35
P0001,2022-07-10,3612,52.36857142857143,10.428571428571429,1,51.89628571428572
P0001,2022-07-17,5226,60.04114285714286,10.0,1,59.315428571428576
P0001,2022-07-24,4852,53.933142857142855,11.142857142857142,1,53.19428571428572
P0001,2022-07-31,4994,53.73914285714285,10.142857142857142,1,52.74971428571428
P0001,2022-08-07,4337,56.08714285714286,10.0,1,56.32942857142857
P0001,2022-08-14,5082,58.52828571428571,10.285714285714286,1,58.10657142857143
P0001,2022-08-21,5458,52.015428571428565,10.857142857142858,1,52.01114285714285
P0001,2022-08-28,4223,56.541428571428575,12.428571428571429,1,56.755714285714284
P0001,2022-09-04,4836,48.16914285714285,9.142857142857142,1,47.97942857142857
P0001,2022-09-11,5767,54.20742857142857,10.714285714285714,1,53.708000000000006
P0001,2022-09-18,5892,58.83628571428572,9.714285714285714,1,58.674571428571426
P0001,2022-09-25,5318,54.36514285714286,11.714285714285714,1,54.65857142857143
P0001,2022-10-02,6660,59.51485714285714,10.571428571428571,1,59.69885714285714
P0001,2022-10-09,3846,49.25828571428571,11.857142857142858,1,49.85114285714286
P0001,2022-10-16,5632,58.726285714285716,10.142857142857142,1,59.71714285714285
P0001,2022-10-23,4562,56.920857142857145,10.142857142857142,1,56.714
P0001,2022-10-30,4605,50.565999999999995,8.857142857142858,1,50.358000000000004
P0001,2022-11-06,4781,58.714285714285715,11.142857142857142,1,58.490857142857145
P0001,2022-11-13,3887,62.31342857142857,10.857142857142858,1,62.46828571428572
P0001,2022-11-20,5578,53.76971428571428,12.0,1,53.90571428571429
P0001,2022-11-27,5039,55.157714285714285,10.714285714285714,1,55.77171428571428
P0001,2022-12-04,5800,58.88057142857143,10.0,1,59.57857142857143
P0001,2022-12-11,5997,47.084,10.714285714285714,1,47.88685714285714
P0001,2022-12-18,6395,53.750857142857136,8.571428571428571,1,53.20285714285715
P0001,2022-12-25,4060,49.066857142857145,9.142857142857142,1,48.90971428571429
P0001,2023-01-01,4150,58.59342857142857,8.285714285714286,1,58.516000000000005
P0001,2023-01-08,4207,50.31628571428571,11.285714285714286,1,51.29714285714285
P0001,2023-01-15,3930,56.59142857142857,11.142857142857142,1,56.214571428571425
P0001,2023-01-22,3948,53.59314285714286,10.428571428571429,1,53.77828571428571
P0001,2023-01-29,4969,64.05257142857143,11.0,1,64.59714285714286
P0001,2023-02-05,4663,49.97971428571429,10.0,1,50.40057142857143
P0001,2023-02-12,5155,59.54714285714285,7.571428571428571,1,59.60857142857143
P0001,2023-02-19,5301,59.800285714285714,11.0,1,60.903999999999996
P0001,2023-02-26,4169,65.08285714285714,9.0,1,64.71942857142858
P0001,2023-03-05,5230,55.124,8.857142857142858,1,55.18914285714286
P0001,2023-03-12,4498,61.15657142857143,11.142857142857142,1,61.619142857142855
P0001,2023-03-19,3507,56.08342857142857,9.285714285714286,1,55.33114285714286
P0001,2023-03-26,5134,62.35742857142857,9.571428571428571,1,62.119142857142855
P0001,2023-04-02,5299,51.646857142857144,7.714285714285714,1,51.840857142857146
P0001,2023-04-09,4304,52.976571428571425,8.714285714285714,1,52.596000000000004
P0001,2023-04-16,4208,42.39028571428571,9.428571428571429,1,42.41171428571429
P0001,2023-04-23,4541,55.50485714285714,9.714285714285714,1,55.30142857142857
P0001,2023-04-30,5607,59.94285714285714,12.285714285714286,1,60.56428571428571
P0001,2023-05-07,4505,57.242,13.571428571428571,1,57.68914285714285
P0001,2023-05-14,4395,49.738,9.571428571428571,1,50.834
P0001,2023-05-21,4868,54.432,9.142857142857142,1,54.35971428571428
P0001,2023-05-28,4380,60.74571428571429,10.285714285714286,1,60.85742857142857
P0001,2023-06-04,3926,55.70142857142857,9.714285714285714,1,55.790571428571425
P0001,2023-06-11,3838,60.66542857142857,9.428571428571429,1,61.35771428571429
P0001,2023-06-18,5919,52.419714285714285,10.285714285714286,1,52.759142857142855
P0001,2023-06-25,4219,52.13714285714286,9.714285714285714,1,52.312000000000005
P0001,2023-07-02,4441,52.54657142857143,9.571428571428571,1,52.07057142857143
P0001,2023-07-09,3529,44.86714285714286,12.285714285714286,1,44.66857142857143
P0001,2023-07-16,5873,57.94457142857143,9.857142857142858,1,58.35657142857143
P0001,2023-07-23,5435,50.65942857142857,8.285714285714286,1,50.51228571428572
P0001,2023-07-30,5886,58.064,11.0,1,57.61085714285714
P0001,2023-08-06,4777,49.942,11.0,1,50.48714285714285
P0002,2022-01-02,1069,55.872,8.0,1,56.70099999999999
P0002,2022-01-09,4121,66.32228571428571,9.0,1,65.92542857142857
P0002,2022-01-16,5137,61.46057142857143,9.428571428571429,1,60.73714285714285
P0002,2022-01-23,4990,50.65314285714286,10.714285714285714,1,50.67628571428572
P0002,2022-01-30,3935,48.54571428571428,10.857142857142858,1,48.59685714285714
P0002,2022-02-06,4843,53.122571428571426,10.857142857142858,1,52.88
P0002,2022-02-13,4814,58.96257142857143,7.428571428571429,1,58.778000000000006
P0002,2022-02-20,4998,53.03457142857143,9.571428571428571,1,52.59428571428571
P0002,2022-02-27,5756,53.62285714285714,10.285714285714286,1,53.792857142857144
P0002,2022-03-06,4522,53.318,9.857142857142858,1,52.881142857142855
P0002,2022-03-13,5634,58.972857142857144,8.714285714285714,1,59.52057142857143
P0002,2022-03-20,5521,54.65257142857143,10.0,1,54.321714285714286
P0002,2022-03-27,6101,54.928285714285714,11.428571428571429,1,54.22571428571428
P0002,2022-04-03,4571,58.47114285714286,11.142857142857142,1,57.635714285714286
P0002,2022-04-10,4878,58.081714285714284,10.428571428571429,1,58.28828571428572
P0002,2022-04-17,3647,60.91514285714286,11.142857142857142,1,60.10142857142857
P0002,2022-04-24,4814,56.564,9.571428571428571,1,56.24400000000001
P0002,2022-05-01,4569,56.50914285714286,9.285714285714286,1,55.71371428571428
P0002,2022-05-08,4525,55.38428571428572,10.857142857142858,1,55.030857142857144
P0002,2022-05-15,3548,57.565999999999995,10.857142857142858,1,58.27771428571428
P0002,2022-05-22,5288,54.09057142857143,8.857142857142858,1,53.87171428571428
P0002,2022-05-29,3748,55.87799999999999,7.0,1,56.04742857142857
P0002,2022-06-05,5288,53.06171428571429,8.285714285714286,1,53.224
P0002,2022-06-12,4764,52.348285714285716,9.285714285714286,1,52.80057142857144
P0002,2022-06-19,5172,69.36257142857143,9.285714285714286,1,69.522
P0002,2022-06-26,5162,52.23228571428571,9.857142857142858,1,51.43514285714286
P0002,2022-07-03,5053,59.632,10.0,1,59.755714285714284
P0002,2022-07-10,4699,53.46771428571429,10.0,1,53.780857142857144
P0002,2022-07-17,5074,49.71857142857142,8.857142857142858,1,49.040000000000006
P0002,2022-07-24,5025,56.892,10.714285714285714,1,56.620285714285714
P0002,2022-07-31,4314,54.02257142857143,7.857142857142857,1,52.52542857142857
P0002,2022-08-07,4740,54.56942857142857,8.142857142857142,1,55.29171428571429
P0002,2022-08-14,5338,57.880857142857145,9.0,1,57.81714285714286
P0002,2022-08-21,4678,57.414,10.0,1,57.83
P0002,2022-08-28,4508,53.645428571428575,9.0,1,53.11228571428571
P0002,2022-09-04,3701,56.507428571428576,10.857142857142858,1,56.67914285714286
P0002,2022-09-11,3996,50.25742857142857,9.857142857142858,1,51.062571428571424
P0002,2022-09-18,4545,53.29342857142858,9.428571428571429,1,53.36228571428571
P0002,2022-09-25,3942,57.377428571428574,9.857142857142858,1,56.641999999999996
P0002,2022-10-02,4848,59.75028571428572,8.428571428571429,1,60.291999999999994
P0002,2022-10-09,4563,62.31285714285714,10.571428571428571,1,61.67914285714285
P0002,2022-10-16,4894,49.204571428571434,10.857142857142858,1,49.45742857142857
P0002,2022-10-23,4143,54.06771428571428,10.714285714285714,1,54.574000000000005
P0002,2022-10-30,4839,61.47114285714286,10.142857142857142,1,61.54971428571429
P0002,2022-11-06,4353,51.58714285714286,11.285714285714286,1,50.89857142857142
P0002,2022-11-13,5723,55.218857142857146,9.428571428571429,1,54.35771428571429
P0002,2022-11-20,4158,56.918285714285716,11.428571428571429,1,56.43942857142857
P0002,2022-11-27,4772,61.913428571428575,10.857142857142858,1,61.847142857142856
P0002,2022-12-04,3957,51.89085714285714,10.571428571428571,1,51.66314285714286
P0002,2022-12-11,4281,50.344,11.285714285714286,1,51.094571428571435
P0002,2022-12-18,5110,57.95257142857143,9.857142857142858,1,58.12571428571429
P0002,2022-12-25,4893,59.337428571428575,11.285714285714286,1,59.086571428571425
P0002,2023-01-01,4931,54.20428571428572,8.428571428571429,1,53.36828571428572
P0002,2023-01-08,4408,47.70771428571429,11.428571428571429,1,47.81485714285714
P0002,2023-01-15,3958,51.913714285714285,8.571428571428571,1,50.548
P0002,2023-01-22,5746,54.426857142857145,11.857142857142858,1,53.82714285714286
P0002,2023-01-29,4639,47.44485714285714,10.571428571428571,1,47.70257142857143
P0002,2023-02-05,4837,58.09685714285714,12.571428571428571,1,57.81428571428571
P0002,2023-02-12,5283,50.882,11.571428571428571,1,51.06514285714286
P0002,2023-02-19,4403,59.059714285714286,11.428571428571429,1,59.071714285714286
P0002,2023-02-26,4717,54.46371428571428,10.857142857142858,1,55.366285714285716
P0002,2023-03-05,4778,54.07085714285714,11.0,1,54.34057142857143
P0002,2023-03-12,3836,58.866,10.857142857142858,1,59.168
P0002,2023-03-19,5133,56.64857142857142,8.571428571428571,1,57.347142857142856
P0002,2023-03-26,3749,52.93714285714286,9.0,1,52.38457142857143
P0002,2023-04-02,5598,55.81971428571429,8.714285714285714,1,55.92399999999999
P0002,2023-04-09,4134,59.46600000000001,9.714285714285714,1,59.636285714285705
P0002,2023-04-16,5694,55.19914285714286,5.428571428571429,1,55.285999999999994
P0002,2023-04-23,3879,58.38171428571429,8.571428571428571,1,58.672285714285714
